CANMOREID,URL,XCOORD,YCOORD
96339,https://canmore.org.uk/site/96339/,371099,646013
96341,https://canmore.org.uk/site/96341/,371143,645992
96342,https://canmore.org.uk/site/96342/,371139,646064
96347,https://canmore.org.uk/site/96347/,371059,645987
96348,https://canmore.org.uk/site/96348/,371005,646016
96349,https://canmore.org.uk/site/96349/,381000,648000
96350,https://canmore.org.uk/site/96350/,373878,654432
96352,https://canmore.org.uk/site/96352/,393671,661229
96894,https://canmore.org.uk/site/96894/,385620,656310
96908,https://canmore.org.uk/site/96908/,323139,638631
96910,https://canmore.org.uk/site/96910/,321628,639246
96911,https://canmore.org.uk/site/96911/,393630,656370
96912,https://canmore.org.uk/site/96912/,313200,645300
96917,https://canmore.org.uk/site/96917/,316067,646676
96919,https://canmore.org.uk/site/96919/,321962,636467
96921,https://canmore.org.uk/site/96921/,332548,636402
96922,https://canmore.org.uk/site/96922/,315672,645832
96927,https://canmore.org.uk/site/96927/,365992,644767
95655,https://canmore.org.uk/site/95655/,350009,615105
95656,https://canmore.org.uk/site/95656/,350070,614296
95658,https://canmore.org.uk/site/95658/,349752,614310
95659,https://canmore.org.uk/site/95659/,350427,615158
96476,https://canmore.org.uk/site/96476/,365072,620340
96477,https://canmore.org.uk/site/96477/,365065,620415
96478,https://canmore.org.uk/site/96478/,364961,620429
96479,https://canmore.org.uk/site/96479/,365000,620540
96481,https://canmore.org.uk/site/96481/,365041,620530
96482,https://canmore.org.uk/site/96482/,365210,621080
96483,https://canmore.org.uk/site/96483/,365010,620560
96484,https://canmore.org.uk/site/96484/,365015,620553
96485,https://canmore.org.uk/site/96485/,365027,620586
96486,https://canmore.org.uk/site/96486/,365037,620581
96487,https://canmore.org.uk/site/96487/,365040,620590
96488,https://canmore.org.uk/site/96488/,365044,620580
96489,https://canmore.org.uk/site/96489/,365054,620578
96490,https://canmore.org.uk/site/96490/,365065,620572
96491,https://canmore.org.uk/site/96491/,365075,620570
96492,https://canmore.org.uk/site/96492/,365081,620572
96493,https://canmore.org.uk/site/96493/,365048,620540
96494,https://canmore.org.uk/site/96494/,365150,620580
96495,https://canmore.org.uk/site/96495/,365214,620585
96496,https://canmore.org.uk/site/96496/,365030,620550
97969,https://canmore.org.uk/site/97969/,359145,625570
97971,https://canmore.org.uk/site/97971/,364148,634793
97972,https://canmore.org.uk/site/97972/,313589,650531
97973,https://canmore.org.uk/site/97973/,370805,639714
97977,https://canmore.org.uk/site/97977/,367180,625800
97979,https://canmore.org.uk/site/97979/,358944,609223
97980,https://canmore.org.uk/site/97980/,338890,620760
97981,https://canmore.org.uk/site/97981/,307671,639312
97983,https://canmore.org.uk/site/97983/,307660,639040
97984,https://canmore.org.uk/site/97984/,307714,639054
97985,https://canmore.org.uk/site/97985/,307627,638953
97988,https://canmore.org.uk/site/97988/,307631,639139
97989,https://canmore.org.uk/site/97989/,307597,639050
97991,https://canmore.org.uk/site/97991/,307628,639314
97994,https://canmore.org.uk/site/97994/,324506,640217
97995,https://canmore.org.uk/site/97995/,340470,622510
97999,https://canmore.org.uk/site/97999/,324321,641735
98001,https://canmore.org.uk/site/98001/,312000,630000
98002,https://canmore.org.uk/site/98002/,318080,656270
98003,https://canmore.org.uk/site/98003/,316966,643073
98005,https://canmore.org.uk/site/98005/,318406,637648
98004,https://canmore.org.uk/site/98004/,345550,622550
98011,https://canmore.org.uk/site/98011/,333058,634654
95904,https://canmore.org.uk/site/95904/,394649,664403
96166,https://canmore.org.uk/site/96166/,382489,628057
96167,https://canmore.org.uk/site/96167/,369755,628114
96171,https://canmore.org.uk/site/96171/,378697,632727
96174,https://canmore.org.uk/site/96174/,370230,660407
96928,https://canmore.org.uk/site/96928/,382579,628102
96929,https://canmore.org.uk/site/96929/,389570,656140
96943,https://canmore.org.uk/site/96943/,316077,656201
96945,https://canmore.org.uk/site/96945/,321417,635507
97138,https://canmore.org.uk/site/97138/,318466,651513
97143,https://canmore.org.uk/site/97143/,312634,644928
97146,https://canmore.org.uk/site/97146/,330407,639552
96199,https://canmore.org.uk/site/96199/,377172,649060
96773,https://canmore.org.uk/site/96773/,377005,672044
96774,https://canmore.org.uk/site/96774/,382401,650976
96778,https://canmore.org.uk/site/96778/,380403,649963
95418,https://canmore.org.uk/site/95418/,379622,630843
95420,https://canmore.org.uk/site/95420/,341859,613890
95442,https://canmore.org.uk/site/95442/,354348,618342
95660,https://canmore.org.uk/site/95660/,350446,614818
95661,https://canmore.org.uk/site/95661/,350450,614967
95663,https://canmore.org.uk/site/95663/,350464,615080
95664,https://canmore.org.uk/site/95664/,350462,615087
95666,https://canmore.org.uk/site/95666/,350457,615108
95667,https://canmore.org.uk/site/95667/,350461,615123
95668,https://canmore.org.uk/site/95668/,350420,615120
95669,https://canmore.org.uk/site/95669/,350405,614783
95671,https://canmore.org.uk/site/95671/,350431,614849
95673,https://canmore.org.uk/site/95673/,350123,614332
95676,https://canmore.org.uk/site/95676/,350143,614355
95679,https://canmore.org.uk/site/95679/,350099,614491
95684,https://canmore.org.uk/site/95684/,350185,614173
95685,https://canmore.org.uk/site/95685/,350153,614169
95686,https://canmore.org.uk/site/95686/,349130,614159
95687,https://canmore.org.uk/site/95687/,349654,614735
95688,https://canmore.org.uk/site/95688/,349275,614835
95690,https://canmore.org.uk/site/95690/,350305,614909
95691,https://canmore.org.uk/site/95691/,350194,614173
95693,https://canmore.org.uk/site/95693/,350286,614219
97279,https://canmore.org.uk/site/97279/,348197,587259
97280,https://canmore.org.uk/site/97280/,348178,587253
97282,https://canmore.org.uk/site/97282/,348174,587227
97283,https://canmore.org.uk/site/97283/,348132,587230
97284,https://canmore.org.uk/site/97284/,348141,587243
97281,https://canmore.org.uk/site/97281/,348173,587241
97272,https://canmore.org.uk/site/97272/,348150,587286
97275,https://canmore.org.uk/site/97275/,348162,587310
96787,https://canmore.org.uk/site/96787/,387348,661261
96788,https://canmore.org.uk/site/96788/,379626,650495
96790,https://canmore.org.uk/site/96790/,379636,636581
96791,https://canmore.org.uk/site/96791/,393497,656350
96792,https://canmore.org.uk/site/96792/,354063,613963
96793,https://canmore.org.uk/site/96793/,372930,633840
96796,https://canmore.org.uk/site/96796/,385193,640862
96798,https://canmore.org.uk/site/96798/,393315,655723
96799,https://canmore.org.uk/site/96799/,377251,649169
96802,https://canmore.org.uk/site/96802/,392526,650115
96803,https://canmore.org.uk/site/96803/,361900,621680
96804,https://canmore.org.uk/site/96804/,371100,646000
96809,https://canmore.org.uk/site/96809/,363900,642800
96812,https://canmore.org.uk/site/96812/,364506,643171
97466,https://canmore.org.uk/site/97466/,364978,636464
97467,https://canmore.org.uk/site/97467/,342272,613525
97469,https://canmore.org.uk/site/97469/,363360,610420
95425,https://canmore.org.uk/site/95425/,378709,654048
95426,https://canmore.org.uk/site/95426/,378742,654114
95429,https://canmore.org.uk/site/95429/,379052,653617
95430,https://canmore.org.uk/site/95430/,378202,653781
95433,https://canmore.org.uk/site/95433/,378591,653867
95435,https://canmore.org.uk/site/95435/,378601,653887
95437,https://canmore.org.uk/site/95437/,378598,653893
95440,https://canmore.org.uk/site/95440/,378585,653910
95446,https://canmore.org.uk/site/95446/,378562,653925
95449,https://canmore.org.uk/site/95449/,378548,653918
95469,https://canmore.org.uk/site/95469/,378506,653922
95470,https://canmore.org.uk/site/95470/,378501,653919
95471,https://canmore.org.uk/site/95471/,378490,653914
96354,https://canmore.org.uk/site/96354/,375372,669797
96356,https://canmore.org.uk/site/96356/,385413,662638
96370,https://canmore.org.uk/site/96370/,370468,641482
96497,https://canmore.org.uk/site/96497/,364970,620550
96498,https://canmore.org.uk/site/96498/,364963,620552
96501,https://canmore.org.uk/site/96501/,364958,620546
97098,https://canmore.org.uk/site/97098/,332851,634802
97099,https://canmore.org.uk/site/97099/,320217,631032
97100,https://canmore.org.uk/site/97100/,324884,642274
97101,https://canmore.org.uk/site/97101/,332086,642789
97102,https://canmore.org.uk/site/97102/,332947,639961
97122,https://canmore.org.uk/site/97122/,314150,652470
97123,https://canmore.org.uk/site/97123/,320178,641033
97132,https://canmore.org.uk/site/97132/,320963,640183
98017,https://canmore.org.uk/site/98017/,332049,633501
98020,https://canmore.org.uk/site/98020/,310000,624000
98021,https://canmore.org.uk/site/98021/,310047,624604
98022,https://canmore.org.uk/site/98022/,309787,624317
98024,https://canmore.org.uk/site/98024/,309586,624446
98025,https://canmore.org.uk/site/98025/,309800,624300
98026,https://canmore.org.uk/site/98026/,312918,653987
98030,https://canmore.org.uk/site/98030/,336327,637172
98032,https://canmore.org.uk/site/98032/,336295,637267
98034,https://canmore.org.uk/site/98034/,336058,637212
98035,https://canmore.org.uk/site/98035/,336139,637141
98036,https://canmore.org.uk/site/98036/,335867,637257
98037,https://canmore.org.uk/site/98037/,335629,637340
98039,https://canmore.org.uk/site/98039/,336140,637100
98040,https://canmore.org.uk/site/98040/,336300,637100
98042,https://canmore.org.uk/site/98042/,321608,651743
98045,https://canmore.org.uk/site/98045/,314438,651233
98046,https://canmore.org.uk/site/98046/,314970,651810
98047,https://canmore.org.uk/site/98047/,314760,651760
98048,https://canmore.org.uk/site/98048/,314752,651706
98049,https://canmore.org.uk/site/98049/,315080,651710
98050,https://canmore.org.uk/site/98050/,314898,651474
98051,https://canmore.org.uk/site/98051/,314891,651507
98053,https://canmore.org.uk/site/98053/,314798,651800
97470,https://canmore.org.uk/site/97470/,359120,619610
97477,https://canmore.org.uk/site/97477/,370184,639165
97486,https://canmore.org.uk/site/97486/,370508,629521
97488,https://canmore.org.uk/site/97488/,340420,605050
97490,https://canmore.org.uk/site/97490/,368202,620283
97491,https://canmore.org.uk/site/97491/,380342,628839
97494,https://canmore.org.uk/site/97494/,350642,594735
97499,https://canmore.org.uk/site/97499/,381940,628050
97501,https://canmore.org.uk/site/97501/,381934,628057
97502,https://canmore.org.uk/site/97502/,381905,628026
97503,https://canmore.org.uk/site/97503/,381911,628032
97505,https://canmore.org.uk/site/97505/,381915,628041
97507,https://canmore.org.uk/site/97507/,381961,627961
97508,https://canmore.org.uk/site/97508/,381954,627982
96374,https://canmore.org.uk/site/96374/,373710,637170
96375,https://canmore.org.uk/site/96375/,352359,616192
96376,https://canmore.org.uk/site/96376/,351101,589828
96377,https://canmore.org.uk/site/96377/,377445,671028
96379,https://canmore.org.uk/site/96379/,384188,653220
96380,https://canmore.org.uk/site/96380/,374301,656669
96381,https://canmore.org.uk/site/96381/,374599,657081
96382,https://canmore.org.uk/site/96382/,359500,617930
96948,https://canmore.org.uk/site/96948/,310100,624200
96954,https://canmore.org.uk/site/96954/,316581,643509
96956,https://canmore.org.uk/site/96956/,311194,626075
96957,https://canmore.org.uk/site/96957/,324245,647156
96958,https://canmore.org.uk/site/96958/,324304,647202
96959,https://canmore.org.uk/site/96959/,324187,647251
96961,https://canmore.org.uk/site/96961/,324180,647090
96965,https://canmore.org.uk/site/96965/,322254,639315
96971,https://canmore.org.uk/site/96971/,321112,636566
96975,https://canmore.org.uk/site/96975/,317670,649403
96976,https://canmore.org.uk/site/96976/,318737,641461
96978,https://canmore.org.uk/site/96978/,321500,630900
96979,https://canmore.org.uk/site/96979/,339275,624459
96980,https://canmore.org.uk/site/96980/,323027,636414
96981,https://canmore.org.uk/site/96981/,379742,651324
94468,https://canmore.org.uk/site/94468/,311398,637094
98054,https://canmore.org.uk/site/98054/,314219,652257
98055,https://canmore.org.uk/site/98055/,314920,651600
98056,https://canmore.org.uk/site/98056/,314930,651570
98058,https://canmore.org.uk/site/98058/,314501,652363
95975,https://canmore.org.uk/site/95975/,372960,634540
95978,https://canmore.org.uk/site/95978/,394514,664327
95979,https://canmore.org.uk/site/95979/,372700,634350
95981,https://canmore.org.uk/site/95981/,394520,664340
95982,https://canmore.org.uk/site/95982/,373063,634375
95985,https://canmore.org.uk/site/95985/,372988,633803
95987,https://canmore.org.uk/site/95987/,373031,633848
95988,https://canmore.org.uk/site/95988/,394502,664366
95992,https://canmore.org.uk/site/95992/,394514,664361
95995,https://canmore.org.uk/site/95995/,394538,664314
95999,https://canmore.org.uk/site/95999/,394302,664349
96000,https://canmore.org.uk/site/96000/,394590,664380
96001,https://canmore.org.uk/site/96001/,372480,634240
96006,https://canmore.org.uk/site/96006/,372680,634010
96010,https://canmore.org.uk/site/96010/,394545,664374
96014,https://canmore.org.uk/site/96014/,394547,664382
96015,https://canmore.org.uk/site/96015/,372669,633987
96018,https://canmore.org.uk/site/96018/,394547,664390
96019,https://canmore.org.uk/site/96019/,372668,634000
96028,https://canmore.org.uk/site/96028/,394566,664392
96029,https://canmore.org.uk/site/96029/,372648,634068
96032,https://canmore.org.uk/site/96032/,372643,634077
96034,https://canmore.org.uk/site/96034/,372607,634053
96036,https://canmore.org.uk/site/96036/,394561,664409
96038,https://canmore.org.uk/site/96038/,372616,634076
96040,https://canmore.org.uk/site/96040/,372580,634160
95253,https://canmore.org.uk/site/95253/,378460,654000
95254,https://canmore.org.uk/site/95254/,378525,653942
95255,https://canmore.org.uk/site/95255/,378485,653963
95256,https://canmore.org.uk/site/95256/,378477,653968
95257,https://canmore.org.uk/site/95257/,378513,653959
95259,https://canmore.org.uk/site/95259/,378436,654026
95260,https://canmore.org.uk/site/95260/,378433,654034
95261,https://canmore.org.uk/site/95261/,378430,654044
95262,https://canmore.org.uk/site/95262/,378427,654054
95263,https://canmore.org.uk/site/95263/,378424,654061
95264,https://canmore.org.uk/site/95264/,378417,654070
95271,https://canmore.org.uk/site/95271/,378400,654112
95272,https://canmore.org.uk/site/95272/,378470,654000
95274,https://canmore.org.uk/site/95274/,378450,654020
95275,https://canmore.org.uk/site/95275/,378470,654020
95276,https://canmore.org.uk/site/95276/,378410,654140
95279,https://canmore.org.uk/site/95279/,378420,654110
95280,https://canmore.org.uk/site/95280/,378428,654103
95281,https://canmore.org.uk/site/95281/,378416,654128
95284,https://canmore.org.uk/site/95284/,372645,633890
95285,https://canmore.org.uk/site/95285/,372398,633826
96983,https://canmore.org.uk/site/96983/,394347,664405
96984,https://canmore.org.uk/site/96984/,394343,664433
96990,https://canmore.org.uk/site/96990/,366884,633165
96991,https://canmore.org.uk/site/96991/,372964,633275
96993,https://canmore.org.uk/site/96993/,372869,633410
96994,https://canmore.org.uk/site/96994/,359232,620421
96995,https://canmore.org.uk/site/96995/,353556,617362
96997,https://canmore.org.uk/site/96997/,377135,624939
96998,https://canmore.org.uk/site/96998/,377183,624906
96999,https://canmore.org.uk/site/96999/,377069,624915
97000,https://canmore.org.uk/site/97000/,377174,624921
97002,https://canmore.org.uk/site/97002/,377040,624920
96043,https://canmore.org.uk/site/96043/,394390,664058
96045,https://canmore.org.uk/site/96045/,372570,634170
96046,https://canmore.org.uk/site/96046/,372483,634223
96047,https://canmore.org.uk/site/96047/,372472,634241
96048,https://canmore.org.uk/site/96048/,372410,634280
96049,https://canmore.org.uk/site/96049/,372304,634342
96052,https://canmore.org.uk/site/96052/,372572,634201
96209,https://canmore.org.uk/site/96209/,392849,655806
96210,https://canmore.org.uk/site/96210/,392817,655807
96211,https://canmore.org.uk/site/96211/,392829,655807
96213,https://canmore.org.uk/site/96213/,392680,655841
96214,https://canmore.org.uk/site/96214/,392689,655838
96215,https://canmore.org.uk/site/96215/,392739,655819
96216,https://canmore.org.uk/site/96216/,392729,655822
96217,https://canmore.org.uk/site/96217/,392721,655825
96218,https://canmore.org.uk/site/96218/,392710,655829
96219,https://canmore.org.uk/site/96219/,392637,655863
96220,https://canmore.org.uk/site/96220/,392701,655833
96222,https://canmore.org.uk/site/96222/,392645,655856
96223,https://canmore.org.uk/site/96223/,392776,655814
96224,https://canmore.org.uk/site/96224/,392656,655852
96226,https://canmore.org.uk/site/96226/,393820,655619
96229,https://canmore.org.uk/site/96229/,384638,640128
96230,https://canmore.org.uk/site/96230/,376830,652130
96232,https://canmore.org.uk/site/96232/,376859,652163
96233,https://canmore.org.uk/site/96233/,376781,652122
96234,https://canmore.org.uk/site/96234/,376840,652170
96235,https://canmore.org.uk/site/96235/,376860,652190
96236,https://canmore.org.uk/site/96236/,376885,652202
96238,https://canmore.org.uk/site/96238/,376819,652178
96239,https://canmore.org.uk/site/96239/,376897,652206
96240,https://canmore.org.uk/site/96240/,376830,652179
96242,https://canmore.org.uk/site/96242/,376793,652168
96243,https://canmore.org.uk/site/96243/,376785,652166
96244,https://canmore.org.uk/site/96244/,376810,652211
96245,https://canmore.org.uk/site/96245/,376984,652236
96246,https://canmore.org.uk/site/96246/,376721,652141
96247,https://canmore.org.uk/site/96247/,376923,652216
95472,https://canmore.org.uk/site/95472/,378479,653916
95474,https://canmore.org.uk/site/95474/,378489,653866
95476,https://canmore.org.uk/site/95476/,378513,653874
95478,https://canmore.org.uk/site/95478/,378517,653844
95480,https://canmore.org.uk/site/95480/,378534,653844
95482,https://canmore.org.uk/site/95482/,378600,653840
95483,https://canmore.org.uk/site/95483/,378556,652024
95485,https://canmore.org.uk/site/95485/,387730,662019
95488,https://canmore.org.uk/site/95488/,350086,614544
95490,https://canmore.org.uk/site/95490/,350359,614373
97329,https://canmore.org.uk/site/97329/,306000,633000
97333,https://canmore.org.uk/site/97333/,327000,627000
97334,https://canmore.org.uk/site/97334/,321000,623000
97335,https://canmore.org.uk/site/97335/,325100,621700
97336,https://canmore.org.uk/site/97336/,326000,624000
97337,https://canmore.org.uk/site/97337/,320000,640000
95494,https://canmore.org.uk/site/95494/,350480,614835
95495,https://canmore.org.uk/site/95495/,350533,614897
95497,https://canmore.org.uk/site/95497/,350509,614867
95498,https://canmore.org.uk/site/95498/,349825,614470
95499,https://canmore.org.uk/site/95499/,350000,614439
95500,https://canmore.org.uk/site/95500/,350019,614451
95501,https://canmore.org.uk/site/95501/,349981,614450
95508,https://canmore.org.uk/site/95508/,390000,656600
95510,https://canmore.org.uk/site/95510/,349905,614718
95513,https://canmore.org.uk/site/95513/,350446,614817
95515,https://canmore.org.uk/site/95515/,350162,614782
95516,https://canmore.org.uk/site/95516/,350102,614712
95517,https://canmore.org.uk/site/95517/,350202,614757
95519,https://canmore.org.uk/site/95519/,350389,615183
95525,https://canmore.org.uk/site/95525/,350408,614916
96390,https://canmore.org.uk/site/96390/,388877,647978
96398,https://canmore.org.uk/site/96398/,354050,615576
97352,https://canmore.org.uk/site/97352/,370000,620000
97353,https://canmore.org.uk/site/97353/,376000,658000
97356,https://canmore.org.uk/site/97356/,370000,660000
97357,https://canmore.org.uk/site/97357/,380000,620000
98059,https://canmore.org.uk/site/98059/,314990,651770
98060,https://canmore.org.uk/site/98060/,314990,651740
98062,https://canmore.org.uk/site/98062/,314950,652000
98066,https://canmore.org.uk/site/98066/,314960,651618
98070,https://canmore.org.uk/site/98070/,314970,651648
98074,https://canmore.org.uk/site/98074/,314967,651587
98075,https://canmore.org.uk/site/98075/,314775,651965
98078,https://canmore.org.uk/site/98078/,314980,651821
98079,https://canmore.org.uk/site/98079/,314924,651818
98081,https://canmore.org.uk/site/98081/,314251,651187
98084,https://canmore.org.uk/site/98084/,326350,639100
97510,https://canmore.org.uk/site/97510/,381993,628046
97512,https://canmore.org.uk/site/97512/,381961,628093
97513,https://canmore.org.uk/site/97513/,382032,628134
97514,https://canmore.org.uk/site/97514/,382036,628143
97515,https://canmore.org.uk/site/97515/,382019,628117
97517,https://canmore.org.uk/site/97517/,381990,628030
97518,https://canmore.org.uk/site/97518/,381997,628058
97520,https://canmore.org.uk/site/97520/,352910,616650
97526,https://canmore.org.uk/site/97526/,358791,612955
97528,https://canmore.org.uk/site/97528/,359606,617020
97529,https://canmore.org.uk/site/97529/,359778,617678
97530,https://canmore.org.uk/site/97530/,359533,616977
97532,https://canmore.org.uk/site/97532/,350990,598010
97533,https://canmore.org.uk/site/97533/,366314,620484
97534,https://canmore.org.uk/site/97534/,375440,633460
96401,https://canmore.org.uk/site/96401/,353363,616586
97005,https://canmore.org.uk/site/97005/,376960,624961
97006,https://canmore.org.uk/site/97006/,377246,624894
97007,https://canmore.org.uk/site/97007/,377165,624993
97008,https://canmore.org.uk/site/97008/,377195,624954
97009,https://canmore.org.uk/site/97009/,366340,624209
97012,https://canmore.org.uk/site/97012/,368019,637344
97013,https://canmore.org.uk/site/97013/,374630,646230
97015,https://canmore.org.uk/site/97015/,348382,587602
98092,https://canmore.org.uk/site/98092/,331216,643782
96053,https://canmore.org.uk/site/96053/,372334,634309
96057,https://canmore.org.uk/site/96057/,373061,634017
96058,https://canmore.org.uk/site/96058/,373069,634021
96059,https://canmore.org.uk/site/96059/,373142,634084
96060,https://canmore.org.uk/site/96060/,373149,634089
96061,https://canmore.org.uk/site/96061/,373163,634098
96064,https://canmore.org.uk/site/96064/,372940,634040
96065,https://canmore.org.uk/site/96065/,372912,633994
96066,https://canmore.org.uk/site/96066/,372752,633980
96068,https://canmore.org.uk/site/96068/,372780,633920
96072,https://canmore.org.uk/site/96072/,372775,633914
96082,https://canmore.org.uk/site/96082/,372735,633901
96083,https://canmore.org.uk/site/96083/,372704,633950
96085,https://canmore.org.uk/site/96085/,372694,633952
95286,https://canmore.org.uk/site/95286/,378387,654050
95287,https://canmore.org.uk/site/95287/,378301,654029
95289,https://canmore.org.uk/site/95289/,378315,654027
95293,https://canmore.org.uk/site/95293/,368203,625045
95294,https://canmore.org.uk/site/95294/,368229,625048
95295,https://canmore.org.uk/site/95295/,356741,618252
95296,https://canmore.org.uk/site/95296/,378350,653920
95297,https://canmore.org.uk/site/95297/,378447,654007
95301,https://canmore.org.uk/site/95301/,378376,653962
95302,https://canmore.org.uk/site/95302/,378366,653945
95303,https://canmore.org.uk/site/95303/,378363,653943
95305,https://canmore.org.uk/site/95305/,371710,627000
95306,https://canmore.org.uk/site/95306/,378390,653920
95309,https://canmore.org.uk/site/95309/,378370,653910
95324,https://canmore.org.uk/site/95324/,378334,653890
95325,https://canmore.org.uk/site/95325/,378369,653904
95327,https://canmore.org.uk/site/95327/,378330,653890
95328,https://canmore.org.uk/site/95328/,378316,653882
95329,https://canmore.org.uk/site/95329/,378337,653931
95331,https://canmore.org.uk/site/95331/,378326,653928
95333,https://canmore.org.uk/site/95333/,378305,653912
95334,https://canmore.org.uk/site/95334/,378284,653902
95335,https://canmore.org.uk/site/95335/,378273,653896
95336,https://canmore.org.uk/site/95336/,378278,653889
97016,https://canmore.org.uk/site/97016/,348275,587562
97017,https://canmore.org.uk/site/97017/,348288,587582
97019,https://canmore.org.uk/site/97019/,348316,587636
97020,https://canmore.org.uk/site/97020/,348339,587622
97021,https://canmore.org.uk/site/97021/,348394,587598
97022,https://canmore.org.uk/site/97022/,348389,587570
97023,https://canmore.org.uk/site/97023/,348379,587559
97024,https://canmore.org.uk/site/97024/,348373,587548
97025,https://canmore.org.uk/site/97025/,348369,587539
97026,https://canmore.org.uk/site/97026/,348338,587497
97027,https://canmore.org.uk/site/97027/,348326,587506
97028,https://canmore.org.uk/site/97028/,348269,587531
97029,https://canmore.org.uk/site/97029/,367388,625799
97036,https://canmore.org.uk/site/97036/,348375,587608
97038,https://canmore.org.uk/site/97038/,348458,587767
97039,https://canmore.org.uk/site/97039/,348465,587779
97040,https://canmore.org.uk/site/97040/,348476,587792
97041,https://canmore.org.uk/site/97041/,348446,587807
97042,https://canmore.org.uk/site/97042/,348439,587795
97043,https://canmore.org.uk/site/97043/,348436,587784
97045,https://canmore.org.uk/site/97045/,348417,587753
97046,https://canmore.org.uk/site/97046/,348415,587746
97047,https://canmore.org.uk/site/97047/,348402,587662
96088,https://canmore.org.uk/site/96088/,372699,633991
96091,https://canmore.org.uk/site/96091/,372702,633995
96097,https://canmore.org.uk/site/96097/,372739,633999
95338,https://canmore.org.uk/site/95338/,378265,653892
95339,https://canmore.org.uk/site/95339/,378257,653888
95343,https://canmore.org.uk/site/95343/,378239,653887
95345,https://canmore.org.uk/site/95345/,378240,653840
96248,https://canmore.org.uk/site/96248/,376685,652208
96250,https://canmore.org.uk/site/96250/,376779,652163
96251,https://canmore.org.uk/site/96251/,376800,652170
96252,https://canmore.org.uk/site/96252/,376731,652144
96253,https://canmore.org.uk/site/96253/,376904,652206
96254,https://canmore.org.uk/site/96254/,376740,652088
96272,https://canmore.org.uk/site/96272/,376618,652142
96273,https://canmore.org.uk/site/96273/,376888,652134
96274,https://canmore.org.uk/site/96274/,376928,652141
96275,https://canmore.org.uk/site/96275/,372724,634074
96280,https://canmore.org.uk/site/96280/,376876,652139
96281,https://canmore.org.uk/site/96281/,376885,652142
96284,https://canmore.org.uk/site/96284/,376816,652099
96291,https://canmore.org.uk/site/96291/,376912,652135
96295,https://canmore.org.uk/site/96295/,376939,652146
96296,https://canmore.org.uk/site/96296/,376960,652170
96297,https://canmore.org.uk/site/96297/,372795,633979
96300,https://canmore.org.uk/site/96300/,376950,652160
95526,https://canmore.org.uk/site/95526/,350401,614899
95527,https://canmore.org.uk/site/95527/,350347,614516
95528,https://canmore.org.uk/site/95528/,350364,614453
95529,https://canmore.org.uk/site/95529/,394213,654963
95531,https://canmore.org.uk/site/95531/,349347,614866
97366,https://canmore.org.uk/site/97366/,379040,619390
99967,https://canmore.org.uk/site/99967/,352904,647849
99968,https://canmore.org.uk/site/99968/,352914,647852
99969,https://canmore.org.uk/site/99969/,352921,647856
99970,https://canmore.org.uk/site/99970/,352930,647858
99971,https://canmore.org.uk/site/99971/,352940,647864
95789,https://canmore.org.uk/site/95789/,373521,633842
95793,https://canmore.org.uk/site/95793/,394525,664347
95794,https://canmore.org.uk/site/95794/,394556,664363
95797,https://canmore.org.uk/site/95797/,394590,664300
95804,https://canmore.org.uk/site/95804/,372790,633760
95806,https://canmore.org.uk/site/95806/,372787,633788
95807,https://canmore.org.uk/site/95807/,372777,633784
95808,https://canmore.org.uk/site/95808/,372774,633784
95810,https://canmore.org.uk/site/95810/,394471,664191
95811,https://canmore.org.uk/site/95811/,394502,664257
95813,https://canmore.org.uk/site/95813/,394503,664241
95814,https://canmore.org.uk/site/95814/,394495,664236
95816,https://canmore.org.uk/site/95816/,394490,664230
98266,https://canmore.org.uk/site/98266/,320216,633203
98269,https://canmore.org.uk/site/98269/,320200,633200
98276,https://canmore.org.uk/site/98276/,323990,644033
100321,https://canmore.org.uk/site/100321/,347090,628300
100322,https://canmore.org.uk/site/100322/,347072,628234
100323,https://canmore.org.uk/site/100323/,346950,628610
100325,https://canmore.org.uk/site/100325/,347112,628807
100326,https://canmore.org.uk/site/100326/,347370,629150
100327,https://canmore.org.uk/site/100327/,347450,628750
100329,https://canmore.org.uk/site/100329/,346440,628450
100330,https://canmore.org.uk/site/100330/,346990,628890
100331,https://canmore.org.uk/site/100331/,346915,628624
100332,https://canmore.org.uk/site/100332/,346956,628692
100333,https://canmore.org.uk/site/100333/,346950,628540
99742,https://canmore.org.uk/site/99742/,349000,636340
99744,https://canmore.org.uk/site/99744/,349061,636318
99745,https://canmore.org.uk/site/99745/,349031,636327
99747,https://canmore.org.uk/site/99747/,348980,636340
99749,https://canmore.org.uk/site/99749/,348980,636350
99750,https://canmore.org.uk/site/99750/,348961,636386
99751,https://canmore.org.uk/site/99751/,349050,636330
99752,https://canmore.org.uk/site/99752/,349020,636330
99754,https://canmore.org.uk/site/99754/,349520,635810
99758,https://canmore.org.uk/site/99758/,348850,636530
99759,https://canmore.org.uk/site/99759/,350741,634737
99761,https://canmore.org.uk/site/99761/,349170,636404
99201,https://canmore.org.uk/site/99201/,360851,621292
99972,https://canmore.org.uk/site/99972/,352950,647864
99973,https://canmore.org.uk/site/99973/,352349,648090
99975,https://canmore.org.uk/site/99975/,352778,647838
99976,https://canmore.org.uk/site/99976/,352793,647780
99978,https://canmore.org.uk/site/99978/,352740,647821
99979,https://canmore.org.uk/site/99979/,352927,647724
99980,https://canmore.org.uk/site/99980/,352961,647705
99982,https://canmore.org.uk/site/99982/,352923,647741
