CANMOREID,URL,XCOORD,YCOORD,Geological,Palaeolithic,Mesolithic,Neolithic,Bronze_Age,Iron_Age,Early_Medieval,Later_Medieval,Pre_Industrial,Post_Industrial,Modern,Term_Count
34182,https://canmore.org.uk/site/34182/,356700,703500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,54
34183,https://canmore.org.uk/site/34183/,356500,703500,0.0,0.0,0.0,0.0,0.0,0.0,2.13,5.04,10.28,41.28,41.28,77
34184,https://canmore.org.uk/site/34184/,357350,704850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47,18.47,31.53,31.53,6
34186,https://canmore.org.uk/site/34186/,355161,704643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,16
32993,https://canmore.org.uk/site/32993/,348264,714449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,48
32994,https://canmore.org.uk/site/32994/,348323,714785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65,78.35,6
32995,https://canmore.org.uk/site/32995/,347212,714695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76,49.24,61
32996,https://canmore.org.uk/site/32996/,347805,713210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,6
32997,https://canmore.org.uk/site/32997/,348692,711491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78,48.22,25
32998,https://canmore.org.uk/site/32998/,347416,711624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,10
32999,https://canmore.org.uk/site/32999/,347257,711675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,58
33001,https://canmore.org.uk/site/33001/,348468,711703,0.0,0.0,0.0,0.0,0.0,0.0,7.23,7.23,7.23,39.15,39.15,19
33002,https://canmore.org.uk/site/33002/,348458,711665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,38
33003,https://canmore.org.uk/site/33003/,349760,711150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,24
33004,https://canmore.org.uk/site/33004/,349750,711180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15,38.93,38.93,10
33005,https://canmore.org.uk/site/33005/,345930,713210,0.0,0.0,0.0,0.0,0.0,85.55,0.0,0.0,0.0,4.76,9.7,36
33006,https://canmore.org.uk/site/33006/,346300,712700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,13.07,36.93,36.93,18
33007,https://canmore.org.uk/site/33007/,348700,714700,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,12
33008,https://canmore.org.uk/site/33008/,345900,714600,0.0,0.0,0.0,50.39,15.64,15.64,0.0,0.0,0.0,9.16,9.16,10
32553,https://canmore.org.uk/site/32553/,349305,702705,0.0,0.0,0.0,2.32,2.32,2.32,2.32,9.79,15.25,30.93,34.76,67
32554,https://canmore.org.uk/site/32554/,349194,702889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.89,32.13,32.13,6.84,55
32555,https://canmore.org.uk/site/32555/,349750,703970,0.0,6.99,6.99,40.97,26.96,6.99,0.0,0.0,0.0,6.99,4.1,35
32556,https://canmore.org.uk/site/32556/,348000,701000,0.0,0.0,0.0,12.85,21.94,21.94,30.41,12.85,0.0,0.0,0.0,9
32557,https://canmore.org.uk/site/32557/,346710,700150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.71,21.81,35.06,12.41,19
32558,https://canmore.org.uk/site/32558/,346600,700600,0.0,0.0,0.0,13.13,13.13,26.27,18.49,15.84,4.38,4.38,4.38,31
32559,https://canmore.org.uk/site/32559/,345500,700200,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,9
32560,https://canmore.org.uk/site/32560/,347760,700170,0.0,0.0,0.0,0.0,0.0,0.0,3.41,5.83,3.41,45.56,41.78,46
32561,https://canmore.org.uk/site/32561/,346480,704480,0.0,0.0,0.0,14.04,14.04,0.0,0.0,23.97,23.97,23.97,0.0,8
32562,https://canmore.org.uk/site/32562/,349240,701190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94,63.06,3
32563,https://canmore.org.uk/site/32563/,349000,700000,0.0,0.0,0.0,16.67,16.67,16.67,16.67,0.0,0.0,16.67,16.67,6
32564,https://canmore.org.uk/site/32564/,349000,700000,0.0,0.0,0.0,28.87,43.89,0.0,0.0,0.0,0.0,13.62,13.62,13
31405,https://canmore.org.uk/site/31405/,335740,715710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,22
31406,https://canmore.org.uk/site/31406/,337840,716650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20
31407,https://canmore.org.uk/site/31407/,336660,715270,0.0,0.0,0.0,0.77,0.0,0.0,17.86,19.52,18.27,21.59,22.0,225
31408,https://canmore.org.uk/site/31408/,337840,716610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,4
31409,https://canmore.org.uk/site/31409/,339797,715038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,6
31410,https://canmore.org.uk/site/31410/,339980,715060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31411,https://canmore.org.uk/site/31411/,339745,715041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15,38.93,38.93,10
31412,https://canmore.org.uk/site/31412/,337840,716520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,22
31413,https://canmore.org.uk/site/31413/,338310,717194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31414,https://canmore.org.uk/site/31414/,336539,717905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31415,https://canmore.org.uk/site/31415/,338200,719100,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31416,https://canmore.org.uk/site/31416/,339600,718100,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31417,https://canmore.org.uk/site/31417/,335700,719200,0.0,0.0,0.0,12.39,0.0,0.0,12.39,12.39,12.39,21.15,29.31,9
31418,https://canmore.org.uk/site/31418/,336500,715700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,2
31419,https://canmore.org.uk/site/31419/,336700,717300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,2
31420,https://canmore.org.uk/site/31420/,339505,715537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,9.36,26.45,54.83,27
31421,https://canmore.org.uk/site/31421/,336500,718800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93,69.07,21
31422,https://canmore.org.uk/site/31422/,338040,717500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10
31423,https://canmore.org.uk/site/31423/,336860,716000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10
31424,https://canmore.org.uk/site/31424/,335300,715600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.04,29.04,33.9,8.03,17
31425,https://canmore.org.uk/site/31425/,338200,715500,0.0,0.0,0.0,47.39,20.2,11.31,4.78,0.0,0.0,8.16,8.16,22
31426,https://canmore.org.uk/site/31426/,337297,714680,0.0,0.0,0.0,4.29,4.29,4.29,7.32,4.29,4.29,35.61,35.61,33
31427,https://canmore.org.uk/site/31427/,337000,717800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.09,55.91,7
31428,https://canmore.org.uk/site/31428/,339000,717000,0.0,0.0,0.0,7.68,34.27,21.35,21.35,0.0,0.0,7.68,7.68,46
31429,https://canmore.org.uk/site/31429/,339855,717120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,31.88,36.24,0.0,41
31430,https://canmore.org.uk/site/31430/,339598,718011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,29.92,34.01,6.15,43
31431,https://canmore.org.uk/site/31431/,330265,718876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,27.63,31.7,25.58,43
31432,https://canmore.org.uk/site/31432/,332400,717700,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,12
31433,https://canmore.org.uk/site/31433/,332400,717700,0.0,0.0,0.0,0.0,23.97,23.97,23.97,0.0,0.0,14.04,14.04,8
31434,https://canmore.org.uk/site/31434/,334803,717834,0.0,1.61,2.23,3.98,1.61,5.18,5.65,29.38,21.8,21.3,7.28,172
31435,https://canmore.org.uk/site/31435/,333849,717609,0.0,0.0,0.0,0.0,0.0,0.0,17.73,17.73,17.73,19.64,27.18,46
31436,https://canmore.org.uk/site/31436/,334100,717700,0.0,0.0,0.0,0.0,10.7,10.7,10.7,0.0,0.0,33.95,33.95,22
34187,https://canmore.org.uk/site/34187/,357865,704756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34188,https://canmore.org.uk/site/34188/,356430,703522,0.0,0.0,0.0,5.43,0.0,1.0,9.37,10.97,13.24,31.99,28.0,422
34189,https://canmore.org.uk/site/34189/,357500,704880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.72,23.72,26.28,26.28,34
34190,https://canmore.org.uk/site/34190/,350000,700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3
34191,https://canmore.org.uk/site/34191/,356330,703119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66,36.57,30.66,5.11,29
34192,https://canmore.org.uk/site/34192/,356418,703560,0.0,0.0,0.0,2.37,0.0,12.79,14.45,15.0,15.0,21.0,19.38,167
34193,https://canmore.org.uk/site/34193/,356240,703370,0.0,0.0,0.0,13.29,17.03,17.03,17.03,7.44,7.44,13.29,7.44,45
34194,https://canmore.org.uk/site/34194/,356528,703573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,35.26,32.37,0.0,96
34195,https://canmore.org.uk/site/34195/,352189,703433,0.0,0.0,0.0,0.06,0.0,0.0,86.78,4.25,3.34,3.44,2.13,503
34196,https://canmore.org.uk/site/34196/,354939,702488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.19,42.92,26.7,15.19,15
34197,https://canmore.org.uk/site/34197/,352310,701470,0.0,0.0,0.0,0.0,0.0,0.0,17.19,17.19,17.19,24.21,24.21,24
34198,https://canmore.org.uk/site/34198/,350370,700950,0.0,6.71,6.71,11.46,11.46,36.33,0.0,0.0,0.0,11.46,15.88,19
34199,https://canmore.org.uk/site/34199/,350280,700950,0.0,8.76,8.76,8.76,8.76,47.43,0.0,0.0,0.0,8.76,8.76,14
34200,https://canmore.org.uk/site/34200/,350700,700700,0.0,6.49,6.49,6.49,15.37,23.5,11.09,6.49,6.49,11.09,6.49,18
34201,https://canmore.org.uk/site/34201/,350842,700687,0.0,0.0,1.15,2.72,0.0,0.0,1.96,28.45,28.45,29.06,8.22,147
34202,https://canmore.org.uk/site/34202/,350763,700753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27,35.45,32.27,0.0,87
34203,https://canmore.org.uk/site/34203/,351824,701191,0.0,0.0,0.0,2.21,0.0,0.0,4.02,26.54,32.66,28.8,5.77,290
34204,https://canmore.org.uk/site/34204/,352265,701443,0.0,0.0,0.0,0.43,0.0,0.25,16.39,18.51,18.51,22.49,23.41,724
34205,https://canmore.org.uk/site/34205/,353100,702600,0.0,0.0,0.0,21.18,21.18,21.18,0.0,0.0,0.0,15.28,21.18,14
34206,https://canmore.org.uk/site/34206/,352469,703579,0.0,0.0,0.0,1.66,0.0,0.97,2.92,8.07,9.17,38.09,39.12,177
34207,https://canmore.org.uk/site/34207/,352480,703540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20
34208,https://canmore.org.uk/site/34208/,354900,702600,0.0,0.0,0.0,0.0,0.0,0.0,4.28,7.3,10.12,40.36,37.94,35
34209,https://canmore.org.uk/site/34209/,351925,701214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.97,31.86,33.63,3.53,212
34210,https://canmore.org.uk/site/34210/,351874,704736,0.0,0.0,0.0,0.0,0.0,6.93,6.93,6.93,6.93,65.37,6.93,20
34211,https://canmore.org.uk/site/34211/,351870,704730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20
34212,https://canmore.org.uk/site/34212/,351860,704710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20
34213,https://canmore.org.uk/site/34213/,351456,704370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,2
34214,https://canmore.org.uk/site/34214/,351570,704280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20
34215,https://canmore.org.uk/site/34215/,351631,704419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,2
33009,https://canmore.org.uk/site/33009/,345240,713420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10
33010,https://canmore.org.uk/site/33010/,349700,712640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3
33011,https://canmore.org.uk/site/33011/,345610,713700,0.0,2.12,3.62,3.62,25.95,25.95,24.77,0.0,0.0,5.02,8.96,73
33012,https://canmore.org.uk/site/33012/,348452,711639,0.0,0.0,0.0,0.0,0.0,0.0,16.02,17.2,18.38,23.04,25.35,77
33013,https://canmore.org.uk/site/33013/,345900,713200,0.0,0.0,0.0,13.74,28.01,21.01,17.42,0.0,0.0,9.91,9.91,23
33014,https://canmore.org.uk/site/33014/,345600,713300,0.0,11.58,11.58,20.35,20.35,24.55,11.58,0.0,0.0,0.0,0.0,19
33015,https://canmore.org.uk/site/33015/,345600,713500,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,6
33016,https://canmore.org.uk/site/33016/,340788,714886,0.0,0.0,0.0,0.0,0.0,0.0,4.1,17.34,22.22,31.73,24.62,36
33017,https://canmore.org.uk/site/33017/,340770,710650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.84,29.01,30.59,14.57,116
33018,https://canmore.org.uk/site/33018/,342437,713261,0.0,5.6,5.6,5.6,26.99,26.99,23.64,0.0,0.0,0.0,5.6,24
33019,https://canmore.org.uk/site/33019/,341100,714800,0.0,0.0,0.0,15.81,52.73,11.96,11.96,0.0,0.0,3.77,3.77,45
33020,https://canmore.org.uk/site/33020/,342950,711030,0.0,0.0,0.0,46.05,0.0,0.0,0.0,0.0,0.0,26.98,26.98,4
33021,https://canmore.org.uk/site/33021/,341100,714900,0.0,0.0,0.0,58.48,10.38,10.38,0.0,0.0,0.0,10.38,10.38,13
33022,https://canmore.org.uk/site/33022/,341490,712277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33023,https://canmore.org.uk/site/33023/,341122,712254,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,4
33024,https://canmore.org.uk/site/33024/,340699,711690,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,4
33025,https://canmore.org.uk/site/33025/,343984,711325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33026,https://canmore.org.uk/site/33026/,344156,711535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33027,https://canmore.org.uk/site/33027/,341660,714790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33028,https://canmore.org.uk/site/33028/,344730,711094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,25.45,44.73,14.91,8
33029,https://canmore.org.uk/site/33029/,344340,711130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,17.39,39.8,35.45,19
33030,https://canmore.org.uk/site/33030/,344660,711009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,30
33031,https://canmore.org.uk/site/33031/,341738,713191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73,36.27,6
33032,https://canmore.org.uk/site/33032/,341722,713217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2
33033,https://canmore.org.uk/site/33033/,341721,713236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32565,https://canmore.org.uk/site/32565/,349000,700000,0.0,0.0,0.0,0.0,12.96,17.96,17.96,7.59,7.59,17.96,17.96,16
32566,https://canmore.org.uk/site/32566/,349000,700000,0.0,0.0,0.0,0.0,7.5,10.4,10.4,4.39,4.39,31.46,31.46,32
32567,https://canmore.org.uk/site/32567/,349700,700540,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,8
32568,https://canmore.org.uk/site/32568/,349544,700762,0.0,0.0,0.0,1.79,0.0,0.0,8.7,12.82,17.45,33.27,25.97,162
32569,https://canmore.org.uk/site/32569/,349279,700816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,7.45,45.61,42.76,96
32570,https://canmore.org.uk/site/32570/,349309,700879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,10.78,43.53,39.8,123
32571,https://canmore.org.uk/site/32571/,349156,700110,0.0,0.0,0.0,0.0,0.0,0.0,11.53,13.79,19.85,27.42,27.42,298
32572,https://canmore.org.uk/site/32572/,347740,704770,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,6
32573,https://canmore.org.uk/site/32573/,347850,704650,0.0,6.05,6.05,17.1,17.1,19.2,10.64,3.55,3.55,8.39,8.39,38
32575,https://canmore.org.uk/site/32575/,345620,700590,0.0,0.0,0.0,0.0,28.74,22.66,22.66,0.0,0.0,9.58,16.35,13
32576,https://canmore.org.uk/site/32576/,347377,704350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99,42.14,33.88,11.99,20
32577,https://canmore.org.uk/site/32577/,346680,700140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,33.89,32.49,2.54,64
32578,https://canmore.org.uk/site/32578/,346550,702950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32579,https://canmore.org.uk/site/32579/,349665,702415,0.0,0.0,0.0,21.81,21.81,21.81,21.81,0.0,0.0,0.0,12.77,9
32580,https://canmore.org.uk/site/32580/,349443,701425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,6
32581,https://canmore.org.uk/site/32581/,349619,700022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14,80.86,7
32582,https://canmore.org.uk/site/32582/,349806,704979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01,45.73,41.26,19
32583,https://canmore.org.uk/site/32583/,345510,703590,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,15
32584,https://canmore.org.uk/site/32584/,345050,703870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,46.44,46.44,38
32585,https://canmore.org.uk/site/32585/,345780,703070,0.0,0.0,0.0,0.0,0.0,0.0,20.01,20.01,20.01,22.46,17.52,35
32586,https://canmore.org.uk/site/32586/,348774,700102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.05,79.95,18
32587,https://canmore.org.uk/site/32587/,348485,700011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,22
32588,https://canmore.org.uk/site/32588/,348717,700077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20
32589,https://canmore.org.uk/site/32589/,348648,700087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.71,70.29,4
32590,https://canmore.org.uk/site/32590/,348626,700014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.46,39.54,8
32591,https://canmore.org.uk/site/32591/,348530,700059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.06,36.94,3
32592,https://canmore.org.uk/site/32592/,348539,700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1
32593,https://canmore.org.uk/site/32593/,349348,700080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,40.94,40.94,48
32594,https://canmore.org.uk/site/32594/,347042,700528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33158,https://canmore.org.uk/site/33158/,342451,727943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.67,45.33,9
33159,https://canmore.org.uk/site/33159/,343200,728910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.65,48.35,27
33160,https://canmore.org.uk/site/33160/,341218,725337,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,4
33161,https://canmore.org.uk/site/33161/,344657,727411,0.0,8.27,8.27,14.76,14.76,16.85,10.48,12.64,10.48,0.0,3.49,39
33164,https://canmore.org.uk/site/33164/,344683,729322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,50.24,45.66,39
32716,https://canmore.org.uk/site/32716/,342450,703423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.53,35.23,35.23,31
32717,https://canmore.org.uk/site/32717/,342480,703430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.32,31.32,37.36,29
32718,https://canmore.org.uk/site/32718/,342490,703440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15,35.43,35.43,28
31773,https://canmore.org.uk/site/31773/,337346,724715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.01,26.33,28.54,15.12,125
31774,https://canmore.org.uk/site/31774/,337500,723500,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31775,https://canmore.org.uk/site/31775/,336010,721170,0.0,0.0,0.0,0.0,0.0,16.46,16.46,16.46,16.46,16.46,17.68,73
31776,https://canmore.org.uk/site/31776/,336541,721037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,6
31777,https://canmore.org.uk/site/31777/,338639,721522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.63,51.37,33
31778,https://canmore.org.uk/site/31778/,336871,724550,0.0,0.0,0.0,0.0,0.0,0.0,15.27,15.27,15.27,26.58,27.59,88
31779,https://canmore.org.uk/site/31779/,336799,724557,0.0,0.0,0.0,0.0,0.0,0.0,11.18,11.18,11.18,33.23,33.23,78
31780,https://canmore.org.uk/site/31780/,337384,724669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.52,15.52,41.64,27.32,62
31781,https://canmore.org.uk/site/31781/,337738,724616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,3.42,47.53,45.64,47
31782,https://canmore.org.uk/site/31782/,337422,724804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,4.12,45.88,45.88,38
31784,https://canmore.org.uk/site/31784/,337390,724692,0.0,0.0,0.0,0.0,0.0,6.68,6.68,8.06,8.06,35.87,34.64,71
31785,https://canmore.org.uk/site/31785/,337617,723682,0.0,0.0,0.0,0.0,0.0,3.37,3.37,10.11,10.11,39.35,33.69,45
31786,https://canmore.org.uk/site/31786/,335650,724280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,4
31787,https://canmore.org.uk/site/31787/,339740,722636,0.0,1.72,1.72,80.09,9.46,4.07,2.94,0.0,0.0,0.0,0.0,28
31788,https://canmore.org.uk/site/31788/,336030,724910,0.0,0.0,0.0,0.0,0.0,0.0,14.86,20.09,20.09,23.28,21.69,234
31789,https://canmore.org.uk/site/31789/,338000,722000,0.0,0.0,0.0,17.81,17.81,0.0,5.94,5.94,5.94,21.48,25.08,22
31790,https://canmore.org.uk/site/31790/,339686,724523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31791,https://canmore.org.uk/site/31791/,336700,722510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31792,https://canmore.org.uk/site/31792/,335492,724326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31793,https://canmore.org.uk/site/31793/,337200,724700,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
31794,https://canmore.org.uk/site/31794/,337080,722030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10
31795,https://canmore.org.uk/site/31795/,335965,722903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,25.36,36.14,16.79,75
31796,https://canmore.org.uk/site/31796/,336100,723800,0.0,0.0,0.0,12.58,62.26,12.58,12.58,0.0,0.0,0.0,0.0,35
31797,https://canmore.org.uk/site/31797/,337500,723600,0.0,0.0,0.0,16.06,13.75,0.0,3.8,3.8,3.8,29.39,29.39,38
31798,https://canmore.org.uk/site/31798/,335640,723580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,19.79,25.09,35.33,16
31799,https://canmore.org.uk/site/31799/,332685,721386,0.0,0.0,0.0,0.59,0.59,0.59,15.61,18.45,18.45,23.48,22.23,297
31800,https://canmore.org.uk/site/31800/,332600,721300,0.0,0.0,0.0,0.0,0.0,0.0,11.44,11.44,20.44,28.34,28.34,103
31801,https://canmore.org.uk/site/31801/,332690,722030,0.0,0.0,0.0,18.47,28.24,13.32,13.32,0.0,0.0,13.32,13.32,16
33166,https://canmore.org.uk/site/33166/,340750,727005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.09,51.91,48
33167,https://canmore.org.uk/site/33167/,342000,728000,0.0,0.0,0.0,8.54,15.76,15.76,0.0,0.0,0.0,29.97,29.97,35
33169,https://canmore.org.uk/site/33169/,340000,726000,0.0,0.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,24
33170,https://canmore.org.uk/site/33170/,344565,728118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,22.08,33.76,22.08,14
33171,https://canmore.org.uk/site/33171/,342500,725500,0.0,0.0,0.0,23.12,20.86,0.0,3.85,3.85,6.58,20.86,20.86,37
33172,https://canmore.org.uk/site/33172/,342881,726289,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,4
33173,https://canmore.org.uk/site/33173/,342440,727285,0.0,6.45,6.45,15.25,15.25,19.34,11.0,0.0,0.0,11.0,15.25,19
33174,https://canmore.org.uk/site/33174/,342694,727502,0.0,8.96,8.96,8.96,8.96,64.15,0.0,0.0,0.0,0.0,0.0,15
33175,https://canmore.org.uk/site/33175/,344091,725757,0.0,0.0,0.0,16.82,16.82,23.32,23.32,9.86,0.0,0.0,9.86,12
33176,https://canmore.org.uk/site/33176/,343280,725336,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,28
